timestamp,fleet_avg,fleet_p95,sample_count
2026-01-10T06:04:00.000Z,0.1300,0.1300,1
2026-01-10T06:09:00.000Z,0.1517,0.1517,1
2026-01-10T06:14:00.000Z,0.1433,0.1433,1
2026-01-10T06:19:00.000Z,0.1600,0.1600,1
2026-01-10T06:24:00.000Z,0.1483,0.1483,1
2026-01-10T06:29:00.000Z,0.1500,0.1500,1
2026-01-10T06:34:00.000Z,0.1500,0.1500,1
2026-01-10T06:39:00.000Z,0.1450,0.1450,1
2026-01-10T06:44:00.000Z,0.1484,0.1484,1
2026-01-10T06:49:00.000Z,0.1484,0.1484,1
2026-01-10T06:54:00.000Z,0.1500,0.1500,1
2026-01-10T06:59:00.000Z,0.1533,0.1533,1
2026-01-10T07:04:00.000Z,0.1517,0.1517,1
2026-01-10T07:09:00.000Z,0.1500,0.1500,1
2026-01-10T07:14:00.000Z,0.1500,0.1500,1
2026-01-10T07:19:00.000Z,0.1516,0.1516,1
2026-01-10T07:24:00.000Z,0.1500,0.1500,1
2026-01-10T07:29:00.000Z,0.1534,0.1534,1
2026-01-10T07:34:00.000Z,0.1317,0.1317,1
2026-01-10T07:39:00.000Z,0.1950,0.1950,1
2026-01-10T07:44:00.000Z,0.1600,0.1600,1
2026-01-10T07:49:00.000Z,0.1534,0.1534,1
2026-01-10T07:54:00.000Z,0.1500,0.1500,1
2026-01-10T07:59:00.000Z,0.1517,0.1517,1
2026-01-10T08:04:00.000Z,0.1483,0.1483,1
2026-01-10T08:09:00.000Z,0.1750,0.1750,1
2026-01-10T08:14:00.000Z,0.1483,0.1483,1
2026-01-10T08:19:00.000Z,0.1533,0.1533,1
2026-01-10T08:24:00.000Z,0.1300,0.1300,1
2026-01-10T08:29:00.000Z,0.1483,0.1483,1
2026-01-10T08:34:00.000Z,0.1483,0.1483,1
2026-01-10T08:39:00.000Z,0.1484,0.1484,1
2026-01-10T08:44:00.000Z,0.1366,0.1366,1
2026-01-10T08:49:00.000Z,0.1550,0.1550,1
2026-01-10T08:54:00.000Z,0.1317,0.1317,1
2026-01-10T08:59:00.000Z,0.1533,0.1533,1
2026-01-10T09:04:00.000Z,0.1501,0.1501,1
2026-01-10T09:09:00.000Z,0.1567,0.1567,1
2026-01-10T09:14:00.000Z,0.1500,0.1500,1
2026-01-10T09:19:00.000Z,0.1450,0.1450,1
2026-01-10T09:24:00.000Z,0.1500,0.1500,1
2026-01-10T09:29:00.000Z,0.1483,0.1483,1
2026-01-10T09:34:00.000Z,0.1467,0.1467,1
2026-01-10T09:39:00.000Z,1.4197,1.4197,1
2026-01-10T09:44:00.000Z,0.1567,0.1567,1
2026-01-10T09:49:00.000Z,0.1517,0.1517,1
2026-01-10T09:54:00.000Z,0.1517,0.1517,1
2026-01-10T09:59:00.000Z,0.1500,0.1500,1
2026-01-10T10:04:00.000Z,0.1450,0.1450,1
2026-01-10T10:09:00.000Z,0.1567,0.1567,1
2026-01-10T10:14:00.000Z,0.1217,0.1217,1
2026-01-10T10:19:00.000Z,0.1534,0.1534,1
2026-01-10T10:24:00.000Z,0.1483,0.1483,1
2026-01-10T10:29:00.000Z,0.1484,0.1484,1
2026-01-10T10:34:00.000Z,0.1484,0.1484,1
2026-01-10T10:39:00.000Z,0.1534,0.1534,1
2026-01-10T10:44:00.000Z,0.1266,0.1266,1
2026-01-10T10:49:00.000Z,0.1467,0.1467,1
2026-01-10T10:54:00.000Z,0.1467,0.1467,1
2026-01-10T10:59:00.000Z,0.1516,0.1516,1
2026-01-10T11:04:00.000Z,0.1500,0.1500,1
2026-01-10T11:09:00.000Z,0.1517,0.1517,1
2026-01-10T11:14:00.000Z,0.1317,0.1317,1
2026-01-10T11:19:00.000Z,0.1483,0.1483,1
2026-01-10T11:24:00.000Z,0.1517,0.1517,1
2026-01-10T11:29:00.000Z,0.1500,0.1500,1
2026-01-10T11:34:00.000Z,0.1533,0.1533,1
2026-01-10T11:39:00.000Z,0.1600,0.1600,1
2026-01-10T11:44:00.000Z,0.1267,0.1267,1
2026-01-10T11:49:00.000Z,0.1450,0.1450,1
2026-01-10T11:54:00.000Z,0.1500,0.1500,1
2026-01-10T11:59:00.000Z,0.1517,0.1517,1
2026-01-10T12:04:00.000Z,0.1500,0.1500,1
2026-01-10T12:09:00.000Z,0.1534,0.1534,1
2026-01-10T12:14:00.000Z,0.1500,0.1500,1
2026-01-10T12:19:00.000Z,0.1467,0.1467,1
2026-01-10T12:24:00.000Z,0.1333,0.1333,1
2026-01-10T12:29:00.000Z,0.1516,0.1516,1
2026-01-10T12:34:00.000Z,0.1484,0.1484,1
2026-01-10T12:39:00.000Z,0.1516,0.1516,1
2026-01-10T12:44:00.000Z,0.1483,0.1483,1
2026-01-10T12:49:00.000Z,0.1533,0.1533,1
2026-01-10T12:54:00.000Z,0.1250,0.1250,1
2026-01-10T12:59:00.000Z,0.1583,0.1583,1
2026-01-10T13:04:00.000Z,0.1517,0.1517,1
2026-01-10T13:09:00.000Z,0.1516,0.1516,1
2026-01-10T13:14:00.000Z,0.1583,0.1583,1
2026-01-10T13:19:00.000Z,0.1551,0.1551,1
2026-01-10T13:24:00.000Z,0.1216,0.1216,1
2026-01-10T13:29:00.000Z,0.1567,0.1567,1
2026-01-10T13:34:00.000Z,0.1450,0.1450,1
2026-01-10T13:39:00.000Z,0.1483,0.1483,1
2026-01-10T13:44:00.000Z,0.1533,0.1533,1
2026-01-10T13:49:00.000Z,0.1483,0.1483,1
2026-01-10T13:54:00.000Z,0.1437,0.1437,1
